Event.Id,Accident.Number,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Make,Model,Amateur.Built,Number.of.Engines,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Report.Status,Total.Incidents,Damage.Score,Severe.Damage.Frequency,Damage.Score.String
20020917X03115,DEN82DA082,1982-05-09,"WALSH, CO",UNITED STATES,NON-FATAL,SUBSTANTIAL,BELLANCA,17-31ATC,NO,1.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20020917X03443,FTW82FA171,1982-05-12,"LORENZO, TX",UNITED STATES,FATAL(4),DESTROYED,PIPER,PA-28-161,NO,1.0,BUSINESS,4.0,0.0,0.0,0.0,VMC,PROBABLE CAUSE,4.0,,0,nan
20020917X03797,MKC82DA078,1982-05-12,"NEAR O'NEILL, NE",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,T210N,NO,1.0,BUSINESS,0.0,1.0,4.0,0.0,IMC,PROBABLE CAUSE,5.0,,0,nan
20020917X02681,ANC82DAG26,1982-05-12,"RAMSEY BAY, AK",UNITED STATES,FATAL(1),SUBSTANTIAL,PIPER,18,NO,1.0,BUSINESS,1.0,1.0,0.0,0.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20020917X03257,FTW82DA176,1982-05-13,"HOUMA, LA",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,A185F,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20020917X03263,FTW82DA182,1982-05-14,"TULSA, OK",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,T210N,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20020917X03782,MIA82FA120,1982-05-18,"TITUSVILLE, FL",UNITED STATES,FATAL(1),DESTROYED,PIPER,P-60-601P,NO,2.0,BUSINESS,1.0,1.0,0.0,0.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20020917X03124,DEN82DA094,1982-05-18,"SALT LAKE CITY, UT",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,T210L,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20020917X02833,ATL82FA140,1982-05-20,"HOLLY SPRINGS, SC",UNITED STATES,FATAL(2),DESTROYED,CESSNA,T210M,NO,1.0,BUSINESS,2.0,0.0,0.0,0.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20020917X03541,LAX82DA191,1982-05-24,"HURON, CA",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,182,NO,1.0,BUSINESS,0.0,0.0,0.0,3.0,VMC,PROBABLE CAUSE,3.0,,0,nan
20020917X04125,SEA82DA123,1982-05-25,"CHELAN, WA",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,150,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20020917X03126,DEN82DA096,1982-05-25,"PRICE, UT",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,206,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20020917X02936,CHI82DA190,1982-05-25,"EVANSVILLE, IN",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,310R,NO,2.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20020917X03310,FTW82DA232,1982-05-26,"OAK GROVE, LA",UNITED STATES,NON-FATAL,SUBSTANTIAL,BEECH,58,NO,2.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20020917X02834,ATL82FA144,1982-05-27,"OAKWOOD, VA",UNITED STATES,FATAL(3),DESTROYED,BELL,206B,YES,1.0,BUSINESS,3.0,0.0,0.0,0.0,VMC,PROBABLE CAUSE,3.0,,0,nan
20020917X02934,CHI82DA188,1982-05-27,"SPRINGFIELD, IL",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA-34,NO,2.0,BUSINESS,0.0,0.0,0.0,5.0,VMC,PROBABLE CAUSE,5.0,,0,nan
20020917X03655,LAX82FA202,1982-05-29,"LODI, CA",UNITED STATES,NON-FATAL,DESTROYED,KAMAN,K600-3,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20020917X02739,ATL82DA146,1982-05-29,"PELL CITY, AL",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA-38,NO,1.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20020917X02744,ATL82DA151,1982-06-01,"STEVENSON, AL",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA-34-200T,NO,2.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20020917X02874,ATL82FKQ13,1982-06-02,"WINONA, MS",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,182P,NO,1.0,BUSINESS,0.0,1.0,0.0,0.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20020917X02945,CHI82DA199,1982-06-05,"RAYLAND, OH",UNITED STATES,NON-FATAL,DESTROYED,ENSTROM,280,NO,1.0,BUSINESS,0.0,1.0,1.0,0.0,IMC,PROBABLE CAUSE,2.0,,0,nan
20020917X03292,FTW82DA213,1982-06-06,"LAFAYETTE, LA",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,A185E,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20020917X03294,FTW82DA215,1982-06-07,"BRINKLEY, AR",UNITED STATES,NON-FATAL,DESTROYED,BEECH,C23,NO,1.0,BUSINESS,0.0,0.0,0.0,3.0,VMC,PROBABLE CAUSE,3.0,,0,nan
20020917X02749,ATL82DA160,1982-06-08,"OXFORD, MS",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA-38-112,NO,1.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20020917X02643,ANC82DA047,1982-06-09,"GRAYLING, AK",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,402B,NO,2.0,BUSINESS,0.0,0.0,0.0,3.0,VMC,PROBABLE CAUSE,3.0,,0,nan
20020917X03559,LAX82DA215,1982-06-10,"FLAGSTAFF, AZ",UNITED STATES,NON-FATAL,SUBSTANTIAL,AEROSPATIALE,341G,NO,1.0,BUSINESS,0.0,0.0,0.0,5.0,VMC,PROBABLE CAUSE,5.0,,0,nan
20020917X03300,FTW82DA221,1982-06-11,"SOMERVILLE, TX",UNITED STATES,NON-FATAL,DESTROYED,CESSNA,206-5,NO,1.0,BUSINESS,0.0,0.0,0.0,3.0,VMC,PROBABLE CAUSE,3.0,,0,nan
20020917X04035,NYC82FFJ13,1982-06-12,"CANANDAIQUA, NY",UNITED STATES,NON-FATAL,SUBSTANTIAL,LAKE,LA-4-200,NO,1.0,BUSINESS,0.0,1.0,1.0,1.0,VMC,PROBABLE CAUSE,3.0,,0,nan
20020917X04181,SEA83FA196,1982-06-13,"SANDY, OR",UNITED STATES,FATAL(1),DESTROYED,MOONEY,M-20,NO,1.0,BUSINESS,1.0,0.0,0.0,0.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20020917X03446,FTW82FA223,1982-06-15,"HARTSHORNE, OK",UNITED STATES,FATAL(3),DESTROYED,PIPER,PA-32R-301,NO,1.0,BUSINESS,3.0,0.0,0.0,0.0,IMC,PROBABLE CAUSE,3.0,,0,nan
20020917X03068,CHI82FA209,1982-06-15,"RACINE, WI",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,421,NO,2.0,BUSINESS,0.0,0.0,0.0,2.0,IMC,PROBABLE CAUSE,2.0,,0,nan
20020917X03071,CHI82FA214,1982-06-17,"CHARLEVOIX, MI",UNITED STATES,FATAL(2),DESTROYED,PIPER,PA-32,NO,1.0,BUSINESS,2.0,0.0,0.0,0.0,IMC,PROBABLE CAUSE,2.0,,0,nan
20020917X03748,MIA82DA139,1982-06-21,"NEAR HORSESHOE, FL",UNITED STATES,NON-FATAL,DESTROYED,CESSNA,310,NO,2.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20020917X03747,MIA82DA138,1982-06-21,"RUSKIN, FL",UNITED STATES,NON-FATAL,DESTROYED,BRANTLY,B-2B,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20020917X03699,LAX82FUG13,1982-06-21,"ONTARIO, CA",UNITED STATES,NON-FATAL,DESTROYED,BEECH,95-C55,NO,2.0,BUSINESS,0.0,2.0,0.0,0.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20020917X03220,DEN82FTE19,1982-06-21,"LOMA, CO",UNITED STATES,NON-FATAL,DESTROYED,CESSNA,182,NO,1.0,BUSINESS,0.0,1.0,1.0,1.0,VMC,PROBABLE CAUSE,3.0,,0,nan
20020917X03875,MKC82FA110,1982-06-23,"COLUMBIA, MO",UNITED STATES,NON-FATAL,SUBSTANTIAL,BELLANCA,17-30,NO,1.0,BUSINESS,0.0,2.0,1.0,0.0,VMC,PROBABLE CAUSE,3.0,,0,nan
20020917X03493,FTW82FRD16,1982-06-26,"BELLE CHASSE, LA",UNITED STATES,FATAL(1),SUBSTANTIAL,PIPER,PA-32-260,NO,1.0,BUSINESS,1.0,2.0,0.0,0.0,VMC,PROBABLE CAUSE,3.0,,0,nan
20020917X03442,FTW82DRJ19B,1982-06-27,"LUFKIN, TX",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,172N,NO,1.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20020917X02765,ATL82DA180,1982-06-29,"SCOOBA, MS",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,185,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20020917X03336,FTW82DA259,1982-07-01,"EL DORADO, OK",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,310Q,NO,2.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20020917X02774,ATL82DA191,1982-07-05,"HUNTINGTON, WV",UNITED STATES,NON-FATAL,SUBSTANTIAL,BEECH,V35,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20020917X03958,NYC82DA151,1982-07-12,"EBENSBURG, PA",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,180J,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20020917X03837,MKC82DA122,1982-07-13,"LAURENS, IA",UNITED STATES,NON-FATAL,SUBSTANTIAL,BEECH,95-A55,NO,2.0,BUSINESS,0.0,0.0,1.0,0.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20020917X03582,LAX82DA263,1982-07-13,"BAKERSFIELD, CA",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,A185F,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20020917X02844,ATL82FA196,1982-07-15,"ROSWELL, GA",UNITED STATES,FATAL(1),DESTROYED,PIPER,PA-24-250,NO,1.0,BUSINESS,1.0,0.0,0.0,0.0,IMC,PROBABLE CAUSE,1.0,,0,nan
20020917X03680,LAX82FA262,1982-07-16,"RENO, NV",UNITED STATES,FATAL(1),DESTROYED,CESSNA,T-210L,NO,1.0,BUSINESS,1.0,0.0,0.0,0.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20020917X04178,SEA82FYP09,1982-07-17,"WENATCHEE, WA",UNITED STATES,FATAL(3),DESTROYED,CESSNA,172M,NO,1.0,BUSINESS,3.0,0.0,0.0,0.0,VMC,PROBABLE CAUSE,3.0,,0,nan
20020917X03475,FTW82FQA22,1982-07-18,"SANTA FE, NM",UNITED STATES,FATAL(4),DESTROYED,CESSNA,172N,NO,1.0,BUSINESS,4.0,0.0,0.0,0.0,VMC,PROBABLE CAUSE,4.0,,0,nan
20020917X03360,FTW82DA284,1982-07-18,"JONESTOWN, TX",UNITED STATES,NON-FATAL,SUBSTANTIAL,BEECH,95-A55,NO,2.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20020917X02784,ATL82DA205,1982-07-20,"BIRMINGHAM, AL",UNITED STATES,NON-FATAL,SUBSTANTIAL,BEECH,J35,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20020917X03466,FTW82FPJ17,1982-07-22,"HARRAH, OK",UNITED STATES,FATAL(1),DESTROYED,PIPER,28-140,NO,1.0,BUSINESS,1.0,1.0,0.0,0.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20020917X03684,LAX82FA275,1982-07-23,"SOUTH OF WICKEN, AZ",UNITED STATES,FATAL(2),DESTROYED,PIPER,PA-601P,NO,2.0,BUSINESS,2.0,0.0,0.0,0.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20020917X02996,CHI82DA268,1982-07-23,"ANTIOCH, IL",UNITED STATES,NON-FATAL,DESTROYED,PIPER,PA-38,NO,1.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20020917X02846,ATL82FA208,1982-07-24,"SYLVA, NC",UNITED STATES,NON-FATAL,SUBSTANTIAL,BEECH,B-60,NO,2.0,BUSINESS,0.0,0.0,1.0,0.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20020917X03168,DEN82DA146,1982-07-25,"GUNNISON, CO",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA-23C-250,NO,2.0,BUSINESS,0.0,0.0,2.0,0.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20020917X03765,MIA82DA160,1982-07-27,"TAMPA, FL",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA-28-140,NO,1.0,BUSINESS,0.0,0.0,1.0,2.0,VMC,PROBABLE CAUSE,3.0,,0,nan
20020917X03766,MIA82DA161,1982-07-28,"PLYMOUTH, FL",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,R182,NO,1.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20020917X02794,ATL82DA217,1982-07-28,"LAURINBURG, NC",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,172,NO,1.0,BUSINESS,0.0,0.0,1.0,0.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20020917X04168,SEA82FYK11,1982-07-29,"COTTAGE GROVE, OR",UNITED STATES,FATAL(2),DESTROYED,CESSNA,T210M,NO,1.0,BUSINESS,2.0,0.0,0.0,0.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20020917X04134,SEA82DA134,1982-07-31,"KLAMATH FALLS, OR",UNITED STATES,NON-FATAL,SUBSTANTIAL,MAULE,M-5-210C,NO,1.0,BUSINESS,0.0,0.0,0.0,4.0,VMC,PROBABLE CAUSE,4.0,,0,nan
20020917X03850,MKC82DA136,1982-07-31,"NORTH PLATTE, NE",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,210L,NO,1.0,BUSINESS,0.0,0.0,2.0,0.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20020917X03379,FTW82DA304,1982-08-01,"COTULLA, TX",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,421B,NO,2.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20020917X03381,FTW82DA307,1982-08-02,"CALUMET, OK",UNITED STATES,NON-FATAL,DESTROYED,CESSNA,182M,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20020917X02692,ANC82DAG39,1982-08-03,"RUSH LAKE, AK",UNITED STATES,NON-FATAL,DESTROYED,CESSNA,180,NO,1.0,BUSINESS,0.0,0.0,3.0,0.0,VMC,PROBABLE CAUSE,3.0,,0,nan
20020917X03866,MKC82DA157,1982-08-04,"GARDEN CITY, KS",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,T337C,NO,2.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20020917X03715,LAX82FVD20,1982-08-04,"LIVERMORE, CA",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,210,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20020917X03896,MKC82IA137,1982-08-05,"ST. JOSEPH, MO",UNITED STATES,INCIDENT,MINOR,MITSUBISHI,MU-2B-25,NO,2.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20020917X03504,FTW82FRG39,1982-08-08,"BANDERA, TX",UNITED STATES,FATAL(1),DESTROYED,PIPER,PA-23-250,NO,2.0,BUSINESS,1.0,0.0,0.0,0.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20020917X03394,FTW82DA320,1982-08-08,"NO. RICHLAND HI, TX",UNITED STATES,NON-FATAL,SUBSTANTIAL,MOONEY,M20J,NO,1.0,BUSINESS,0.0,0.0,0.0,4.0,VMC,PROBABLE CAUSE,4.0,,0,nan
20020917X03179,DEN82DA160,1982-08-09,"BOUNTIFUL, UT",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,421C,NO,2.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20020917X03597,LAX82DA285,1982-08-11,"LAKE BERRYESSA, CA",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA-18,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20020917X04160,SEA82FA142,1982-08-12,"SHELTON, WA",UNITED STATES,FATAL(1),DESTROYED,PIPER,PA32-300,NO,1.0,BUSINESS,1.0,0.0,0.0,0.0,IMC,PROBABLE CAUSE,1.0,,0,nan
20020917X03400,FTW82DA326,1982-08-12,"GLADEWATER, TX",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,337D,NO,2.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20020917X02808,ATL82DA235,1982-08-12,"BIRMINGHAM, AL",UNITED STATES,NON-FATAL,SUBSTANTIAL,BEECH,58,NO,2.0,BUSINESS,0.0,0.0,0.0,5.0,VMC,PROBABLE CAUSE,5.0,,0,nan
20020917X03513,FTW82IA331,1982-08-16,"EL PASO, TX",UNITED STATES,INCIDENT,MINOR,CESSNA,421B,NO,2.0,BUSINESS,0.0,0.0,1.0,0.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20020917X02694,ANC82DAG41,1982-08-16,"ANCHORAGE, AK",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,336,NO,2.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20020917X02665,ANC82DA075,1982-08-17,"NEAR SUTTON, AK",UNITED STATES,NON-FATAL,SUBSTANTIAL,ENSTROM,F-28F,NO,1.0,BUSINESS,0.0,0.0,3.0,0.0,VMC,PROBABLE CAUSE,3.0,,0,nan
20020917X03857,MKC82DA146,1982-08-18,"CAMDENTON, MO",UNITED STATES,NON-FATAL,SUBSTANTIAL,MITSUBISHI,MU-2B-20,NO,2.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20020917X03416,FTW82DA343,1982-08-18,"GRAND CHENIER, LA",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,A185F,NO,1.0,BUSINESS,0.0,0.0,0.0,3.0,VMC,PROBABLE CAUSE,3.0,,0,nan
20020917X02695,ANC82DAG42,1982-08-18,"NEAR TYONEK, AK",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,185,NO,1.0,BUSINESS,0.0,1.0,0.0,1.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20020917X04003,NYC82DA206,1982-08-21,"HO HO KUS, NJ",UNITED STATES,NON-FATAL,SUBSTANTIAL,BELL,206L-1,NO,1.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20020917X03861,MKC82DA151,1982-08-21,"WASHINGTON, IA",UNITED STATES,NON-FATAL,SUBSTANTIAL,BELL,47G-2A,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20020917X03189,DEN82DA170,1982-08-21,"ARTHUR, ND",UNITED STATES,NON-FATAL,SUBSTANTIAL,MOONEY,M-20F,NO,1.0,BUSINESS,0.0,0.0,1.0,3.0,VMC,PROBABLE CAUSE,4.0,,0,nan
20020917X02703,ANC82DAG60,1982-08-23,"DILLINGHAM, AK",UNITED STATES,FATAL(3),DESTROYED,PIPER,PA-28R,NO,1.0,BUSINESS,3.0,0.0,0.0,0.0,VMC,PROBABLE CAUSE,3.0,,0,nan
20020917X03228,DEN82FTI17,1982-08-24,"BROWNING, MT",UNITED STATES,NON-FATAL,SUBSTANTIAL,BELLANCA,17-30A,NO,1.0,BUSINESS,0.0,0.0,0.0,3.0,VMC,PROBABLE CAUSE,3.0,,0,nan
20020917X02823,ATL82DA253,1982-08-25,"CAMPBELLSVILLE, KY",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA-34,NO,2.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20020917X02701,ANC82DAG52,1982-08-27,"HEALY, AK",UNITED STATES,NON-FATAL,DESTROYED,CESSNA,TU206,NO,1.0,BUSINESS,0.0,0.0,0.0,3.0,VMC,PROBABLE CAUSE,3.0,,0,nan
20020917X04148,SEA82DA150A,1982-08-27,"AUBURN, WA",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA-28-161,NO,1.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20020917X02818,ATL82DA247,1982-08-27,"GREENSBORO, NC",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,177,NO,1.0,BUSINESS,0.0,0.0,1.0,2.0,VMC,PROBABLE CAUSE,3.0,,0,nan
20020917X03878,MKC82FA160,1982-08-29,"COUNCIL BLUFFS, IA",UNITED STATES,FATAL(2),DESTROYED,CESSNA,T310R,NO,2.0,BUSINESS,2.0,0.0,0.0,0.0,UNK,PROBABLE CAUSE,2.0,,0,nan
20020917X02827,ATL82DA257,1982-08-30,"GREENVILLE, SC",UNITED STATES,NON-FATAL,SUBSTANTIAL,BELL,206L,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20020917X03731,LAX83FUJ46,1982-08-31,"KAYENTA, AZ",UNITED STATES,FATAL(1),DESTROYED,PIPER,PA-28-235,NO,1.0,BUSINESS,1.0,0.0,0.0,0.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20020917X03429,FTW82DA359,1982-08-31,"KATY, TX",UNITED STATES,NON-FATAL,DESTROYED,CESSNA,U206F,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20020917X03198,DEN82DA180,1982-08-31,"PHILIP, SD",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,180,NO,1.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20020917X02707,ANC82FA081,1982-08-31,"NEAR SKWENTNA, AK",UNITED STATES,NON-FATAL,SUBSTANTIAL,DE HAVILLAND,DHC-3,NO,1.0,BUSINESS,0.0,0.0,0.0,3.0,VMC,PROBABLE CAUSE,3.0,,0,nan
20020917X04585,FTW82DA361B,1982-09-01,"PLAINVIEW, TX",UNITED STATES,NON-FATAL,MINOR,BEECH,95-C55,NO,2.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20020917X04954,MKC82DA164,1982-09-02,"GOODLAND, KS",UNITED STATES,NON-FATAL,SUBSTANTIAL,BEECH,95-B55,NO,2.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20020917X04190,ANC82DA090,1982-09-04,"NR. MCGRATH, AK",UNITED STATES,NON-FATAL,SUBSTANTIAL,MAULE,M-5,NO,1.0,BUSINESS,0.0,0.0,0.0,3.0,VMC,PROBABLE CAUSE,3.0,,0,nan
20020917X04395,CHI82DA341,1982-09-06,"PONTIAC, MI",UNITED STATES,NON-FATAL,SUBSTANTIAL,AERO COMMANDER,681,NO,2.0,BUSINESS,0.0,0.0,0.0,3.0,VMC,PROBABLE CAUSE,3.0,,0,nan
20020917X04185,ANC82DA084,1982-09-06,"PORT MOLLER, AK",UNITED STATES,NON-FATAL,SUBSTANTIAL,DE HAVILLAND,BEAVER U-64,NO,1.0,BUSINESS,0.0,0.0,1.0,0.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20020917X04503,DEN82DA187,1982-09-07,"FAITH, SD",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,150,NO,1.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20020917X04893,MIA82DA179,1982-09-08,"NEAR ST. PETERS, FL",UNITED STATES,NON-FATAL,DESTROYED,CESSNA,T210N,NO,1.0,BUSINESS,0.0,0.0,1.0,1.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20020917X04210,ANC82FA089,1982-09-08,"NEAR CLEAR, AK",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA-18,NO,1.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20020917X04512,DEN82DA201,1982-09-09,"STERLING, CO",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,31,NO,1.0,BUSINESS,0.0,0.0,0.0,5.0,VMC,PROBABLE CAUSE,5.0,,0,nan
20020917X04505,DEN82DA189,1982-09-10,"FALCON, CO",UNITED STATES,NON-FATAL,SUBSTANTIAL,MOONEY,M20E,NO,1.0,BUSINESS,0.0,0.0,1.0,1.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20020917X04502,DEN82DA186,1982-09-10,"DELTA, UT",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA-31T,NO,2.0,BUSINESS,0.0,0.0,0.0,4.0,VMC,PROBABLE CAUSE,4.0,,0,nan
20020917X04497,DEN82AA191,1982-09-12,"HAYDEN, CO",UNITED STATES,FATAL(6),DESTROYED,MITSUBISHI,MU-2B-25,NO,2.0,BUSINESS,6.0,0.0,0.0,0.0,VMC,PROBABLE CAUSE,6.0,,0,nan
20020917X04601,FTW82DA377,1982-09-12,"GAGE, NM",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,P210N,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
